Age,Gender,City,Occupation,Monthly_Income,Orders_Per_Week,Apps_Used,Delivery_Speed_Importance,Food_Quality_Importance,Willingness_Wait_Extra,Multi_Restaurant_Order,Diet_Preferences,Open_Personalized_Suggestions,Important_Features,Group_Order_Frequency,Spend_Per_Order,Max_Premium_Pay,Promotion_Motivation,Stopped_Using_App,Reason_Stopped,EcoFriendly_Packaging_Importance,Trust_AI_Recommendations,Comfortable_Sharing_Data,Emotional_Connection_App,Willingness_Try_App
42,Male,Chennai,Currently Unemployed,50001-80000,<1,"Others, Deliveroo, Swiggy",3,3,4,No,No preference,Yes,"Fast delivery, Discounts, Ethical sourcing",Rarely,501-800,601-800,Combo deals,Yes,High Cost,5,Yes,No,3,3
30,Female,Hyderabad,Student,<20000,3-5,"Deliveroo, Zomato",4,4,3,No,No preference,No,"Fast delivery, Discounts, Fresh food",Rarely,<250,601-800,Cashback,Yes,Other,4,Maybe,Yes,4,1
30,Prefer not to say,Mumbai,Homemaker,20000-50000,3-5,"Swiggy, Zomato, Deliveroo",3,5,2,Yes,No preference,Yes,"Fresh food, Combo offers, Sustainability",Sometimes,801-1200,400-600,Loyalty points,Yes,Poor Customer Service,4,Yes,Yes,2,4
33,Male,Delhi,Retired,20000-50000,1-2,"Others, Swiggy",3,4,4,Yes,No preference,Yes,"Ethical sourcing, Discounts, Combo offers",Sometimes,250-500,400-600,Loyalty points,No,NA,5,Yes,Yes,4,5
32,Male,Hyderabad,Homemaker,<20000,3-5,Zomato,4,4,5,No,Keto,No,"Fast delivery, Combo offers, Ethical sourcing",Often,250-500,400-600,Combo deals,No,NA,4,Yes,Yes,3,5
31,Female,Pune,Retired,<20000,1-2,"Zomato, Swiggy, Deliveroo",4,4,4,No,Gluten-free,Yes,"Ethical sourcing, Discounts, Fast delivery",Sometimes,<250,<400,Combo deals,No,NA,2,Yes,No,3,2
26,Female,Kolkata,Homemaker,50001-80000,1-2,"Deliveroo, Swiggy",4,4,4,Yes,Vegetarian,Yes,"Fresh food, Ethical sourcing, Fast delivery",Sometimes,250-500,<400,Free delivery,No,NA,4,No,Yes,1,4
32,Female,Chennai,Currently Unemployed,50001-80000,3-5,Uber Eats,3,5,3,Yes,Vegetarian,Yes,"Fresh food, Sustainability, Fast delivery",Sometimes,501-800,400-600,Combo deals,No,NA,2,No,Yes,3,3
39,Male,Delhi,Self-employed,20000-50000,3-5,"Deliveroo, Others, Talabat",5,4,2,No,Vegetarian,Yes,"Discounts, Fresh food, Combo offers",Sometimes,250-500,400-600,Free delivery,Yes,Poor Customer Service,1,Maybe,Yes,3,4
36,Male,Bangalore,Retired,20000-50000,3-5,Swiggy,3,5,4,No,No preference,Yes,"Sustainability, Fast delivery, Combo offers",Rarely,250-500,601-800,Cashback,No,NA,5,Yes,No,3,5
37,Female,Kolkata,Retired,20000-50000,<1,"Swiggy, Uber Eats",2,4,3,Yes,No preference,Yes,"Combo offers, Ethical sourcing, Sustainability",Rarely,250-500,<400,Loyalty points,No,NA,3,Yes,Yes,4,4
27,Male,Mumbai,Homemaker,20000-50000,<1,Talabat,4,4,5,Yes,Gluten-free,Yes,"Discounts, Ethical sourcing, Combo offers",Sometimes,250-500,601-800,Free delivery,Yes,High Cost,1,Yes,Yes,2,4
25,Female,Pune,Student,50001-80000,3-5,"Others, Deliveroo, Zomato",4,2,2,No,No preference,Yes,"Sustainability, Discounts, Combo offers",Rarely,<250,<400,Free delivery,Yes,Poor Food Quality,5,Yes,Yes,2,3
29,Male,Bangalore,Retired,50001-80000,1-2,"Swiggy, Talabat, Uber Eats",5,4,3,No,Vegetarian,Yes,"Combo offers, Ethical sourcing, Sustainability",Rarely,<250,801-1000,Free delivery,No,NA,4,Yes,No,3,5
30,Female,Chennai,Homemaker,50001-80000,1-2,"Talabat, Swiggy",4,4,3,No,No preference,Yes,"Discounts, Sustainability, Fresh food",Rarely,501-800,400-600,Combo deals,Yes,Poor Customer Service,3,Yes,Yes,3,4
35,Male,Delhi,Employed - Full Time,50001-80000,3-5,"Swiggy, Others",5,5,5,No,No preference,Yes,"Ethical sourcing, Combo offers, Fresh food",Rarely,>1200,400-600,Combo deals,No,NA,3,Yes,Yes,2,4
21,Female,Chennai,Homemaker,50001-80000,3-5,"Others, Talabat, Uber Eats",5,4,2,Yes,Keto,Yes,"Fresh food, Sustainability, Fast delivery",Rarely,250-500,801-1000,Combo deals,No,NA,3,No,Yes,1,4
37,Female,Kolkata,Currently Unemployed,<20000,3-5,"Talabat, Others, Swiggy",4,4,1,No,Vegetarian,Yes,"Fresh food, Sustainability, Ethical sourcing",Sometimes,501-800,400-600,Free delivery,Yes,Poor Food Quality,3,Yes,Yes,5,3
29,Female,Delhi,Self-employed,20000-50000,1-2,"Talabat, Others, Swiggy",4,4,2,Yes,No preference,Yes,"Discounts, Combo offers, Sustainability",Sometimes,<250,<400,Cashback,Yes,High Cost,5,Yes,No,1,5
27,Male,Hyderabad,Employed - Full Time,<20000,3-5,"Others, Zomato",4,4,4,No,No preference,Yes,"Ethical sourcing, Fast delivery, Fresh food",Sometimes,250-500,400-600,Loyalty points,No,NA,3,Yes,No,4,1
24,Female,Mumbai,Currently Unemployed,>120000,<1,Talabat,5,5,2,Yes,No preference,Yes,"Combo offers, Discounts, Fresh food",Sometimes,250-500,<400,Combo deals,No,NA,4,Yes,Yes,3,4
21,Female,Hyderabad,Currently Unemployed,<20000,<1,Uber Eats,4,5,2,No,No preference,Yes,"Discounts, Combo offers, Fast delivery",Often,250-500,400-600,Cashback,No,NA,2,No,Yes,4,4
34,Female,Hyderabad,Currently Unemployed,20000-50000,1-2,"Uber Eats, Deliveroo, Zomato",2,2,2,Yes,Other,Yes,"Fast delivery, Sustainability, Discounts",Rarely,250-500,400-600,Combo deals,Yes,Limited Food Choices,5,Yes,Yes,2,2
30,Female,Chennai,Student,80001-120000,<1,"Deliveroo, Others, Zomato",4,2,4,Yes,Vegetarian,No,"Sustainability, Fresh food, Fast delivery",Sometimes,801-1200,801-1000,Combo deals,No,NA,4,Yes,No,4,3
23,Female,Kolkata,Currently Unemployed,80001-120000,1-2,Swiggy,3,5,1,Yes,Vegan,No,"Sustainability, Combo offers, Discounts",Rarely,801-1200,400-600,Free delivery,No,NA,5,Yes,Yes,2,4
23,Female,Mumbai,Student,50001-80000,1-2,"Others, Swiggy, Uber Eats",3,4,3,Yes,Vegetarian,Yes,"Sustainability, Ethical sourcing, Combo offers",Sometimes,<250,<400,Free delivery,No,NA,4,Yes,No,3,3
28,Male,Delhi,Currently Unemployed,<20000,1-2,"Swiggy, Deliveroo, Talabat",3,5,3,No,Vegetarian,No,"Fresh food, Combo offers, Discounts",Often,250-500,601-800,Combo deals,No,NA,5,Maybe,No,2,3
38,Female,Delhi,Employed - Part Time,<20000,<1,Uber Eats,4,3,4,No,Gluten-free,Yes,"Sustainability, Fast delivery, Ethical sourcing",Sometimes,>1200,400-600,Loyalty points,Yes,Poor Customer Service,5,Maybe,No,4,2
28,Female,Pune,Employed - Full Time,20000-50000,1-2,"Others, Uber Eats",5,5,4,Yes,No preference,Yes,"Sustainability, Fresh food, Ethical sourcing",Sometimes,250-500,400-600,Combo deals,No,NA,5,Yes,No,4,5
22,Male,Bangalore,Employed - Part Time,<20000,1-2,"Deliveroo, Zomato, Uber Eats",3,5,3,Yes,No preference,Yes,"Sustainability, Ethical sourcing, Fast delivery",Sometimes,501-800,400-600,Loyalty points,Yes,Poor Customer Service,2,No,Yes,3,5
28,Male,Pune,Currently Unemployed,<20000,1-2,"Swiggy, Zomato, Uber Eats",2,5,5,No,Vegetarian,Yes,"Combo offers, Fast delivery, Fresh food",Sometimes,250-500,400-600,Cashback,No,NA,1,Yes,No,3,5
28,Male,Pune,Employed - Full Time,20000-50000,3-5,"Others, Uber Eats, Zomato",3,1,5,No,No preference,Yes,"Ethical sourcing, Fresh food, Fast delivery",Rarely,250-500,400-600,Combo deals,Yes,Poor Food Quality,3,Yes,No,4,4
18,Female,Delhi,Employed - Full Time,80001-120000,3-5,"Zomato, Talabat",4,4,3,No,Vegan,Yes,"Ethical sourcing, Combo offers, Discounts",Sometimes,<250,400-600,Loyalty points,No,NA,2,Yes,Yes,4,4
29,Female,Chennai,Retired,20000-50000,1-2,Swiggy,3,4,4,No,Vegetarian,Yes,"Combo offers, Fresh food, Discounts",Sometimes,801-1200,<400,Cashback,Yes,Other,5,Maybe,No,3,3
28,Female,Hyderabad,Self-employed,50001-80000,3-5,"Others, Deliveroo",3,4,4,No,No preference,Yes,"Ethical sourcing, Fresh food, Fast delivery",Rarely,801-1200,>1000,Cashback,No,NA,4,Yes,No,5,3
33,Female,Kolkata,Employed - Part Time,50001-80000,<1,"Uber Eats, Others",3,4,5,Yes,No preference,Yes,"Ethical sourcing, Combo offers, Discounts",Rarely,250-500,601-800,Free delivery,No,NA,4,Maybe,No,3,5
39,Male,Hyderabad,Self-employed,20000-50000,1-2,Talabat,4,2,3,No,Keto,Yes,"Ethical sourcing, Sustainability, Combo offers",Often,501-800,400-600,Cashback,No,NA,3,Yes,Yes,2,5
35,Male,Hyderabad,Employed - Full Time,50001-80000,3-5,Deliveroo,3,5,3,Yes,Vegan,Yes,"Fast delivery, Discounts, Sustainability",Rarely,250-500,601-800,Free delivery,No,NA,3,Yes,Yes,2,5
28,Male,Mumbai,Student,20000-50000,1-2,Deliveroo,4,5,3,No,No preference,No,"Combo offers, Fresh food, Discounts",Rarely,<250,400-600,Cashback,No,NA,3,Maybe,Yes,4,4
24,Male,Delhi,Employed - Full Time,<20000,>5,"Uber Eats, Deliveroo",2,4,5,No,Vegan,Yes,"Fresh food, Combo offers, Discounts",Sometimes,501-800,<400,Cashback,Yes,High Cost,4,Maybe,No,3,5
42,Male,Kolkata,Self-employed,50001-80000,1-2,"Talabat, Others",4,2,2,Yes,Vegetarian,No,"Combo offers, Discounts, Fast delivery",Rarely,250-500,<400,Loyalty points,Yes,Poor Food Quality,5,Maybe,No,2,5
30,Male,Chennai,Employed - Part Time,<20000,3-5,Zomato,3,5,2,Yes,No preference,Yes,"Discounts, Sustainability, Fast delivery",Sometimes,250-500,<400,Loyalty points,No,NA,3,Maybe,Yes,2,3
30,Female,Mumbai,Currently Unemployed,>120000,1-2,Deliveroo,4,4,3,Yes,Vegetarian,Yes,"Combo offers, Fresh food, Discounts",Sometimes,250-500,601-800,Free delivery,Yes,Delayed Delivery,5,Yes,Yes,3,3
29,Female,Bangalore,Retired,20000-50000,1-2,"Zomato, Deliveroo",3,5,2,Yes,Vegetarian,Yes,"Combo offers, Discounts, Fresh food",Sometimes,>1200,400-600,Combo deals,Yes,Poor Food Quality,4,Yes,No,2,4
30,Prefer not to say,Chennai,Retired,50001-80000,1-2,"Zomato, Swiggy, Uber Eats",4,4,4,Yes,Keto,Yes,"Sustainability, Discounts, Ethical sourcing",Rarely,801-1200,400-600,Loyalty points,Yes,Limited Food Choices,5,Yes,Yes,1,3
29,Female,Pune,Retired,20000-50000,3-5,Uber Eats,5,3,2,No,Other,Yes,"Fresh food, Discounts, Sustainability",Sometimes,501-800,<400,Cashback,No,NA,3,Yes,Yes,5,5
27,Female,Chennai,Currently Unemployed,<20000,1-2,"Deliveroo, Zomato, Swiggy",5,4,3,Yes,Other,Yes,"Combo offers, Ethical sourcing, Fresh food",Often,<250,400-600,Free delivery,No,NA,4,Maybe,No,3,3
27,Male,Chennai,Retired,<20000,3-5,"Uber Eats, Others",4,4,5,Yes,Keto,No,"Combo offers, Ethical sourcing, Fresh food",Rarely,501-800,400-600,Free delivery,Yes,Poor Food Quality,2,Maybe,Yes,2,4
29,Female,Hyderabad,Employed - Part Time,50001-80000,1-2,Talabat,4,5,3,No,Vegetarian,Yes,"Combo offers, Sustainability, Ethical sourcing",Rarely,250-500,601-800,Free delivery,Yes,Other,3,Maybe,Yes,4,4
27,Female,Chennai,Currently Unemployed,80001-120000,<1,"Others, Swiggy",5,5,4,No,Vegetarian,Yes,"Fresh food, Fast delivery, Discounts",Often,>1200,>1000,Cashback,No,NA,4,Yes,No,4,4
26,Male,Pune,Retired,80001-120000,1-2,"Deliveroo, Uber Eats",4,4,2,Yes,Vegetarian,Yes,"Fast delivery, Sustainability, Fresh food",Rarely,<250,400-600,Loyalty points,No,NA,5,No,Yes,3,3
30,Male,Pune,Currently Unemployed,20000-50000,1-2,"Uber Eats, Talabat",3,5,2,No,Gluten-free,No,"Ethical sourcing, Fast delivery, Fresh food",Rarely,250-500,400-600,Combo deals,No,NA,3,Maybe,No,2,5
28,Female,Delhi,Self-employed,50001-80000,3-5,"Uber Eats, Zomato",5,4,4,Yes,No preference,Yes,"Fresh food, Combo offers, Ethical sourcing",Rarely,250-500,400-600,Free delivery,No,NA,3,Yes,Yes,4,3
37,Male,Chennai,Employed - Part Time,50001-80000,1-2,Uber Eats,3,5,4,Yes,Keto,Yes,"Fresh food, Discounts, Sustainability",Rarely,501-800,601-800,Cashback,Yes,Poor Customer Service,4,Yes,Yes,3,5
18,Female,Hyderabad,Homemaker,50001-80000,1-2,"Uber Eats, Swiggy, Talabat",3,5,3,Yes,Keto,Yes,"Ethical sourcing, Fresh food, Combo offers",Rarely,501-800,<400,Loyalty points,Yes,Delayed Delivery,4,Maybe,Yes,3,5
35,Female,Chennai,Student,20000-50000,1-2,"Deliveroo, Uber Eats",3,3,5,Yes,Vegetarian,No,"Combo offers, Fresh food, Fast delivery",Sometimes,250-500,400-600,Loyalty points,Yes,Poor Food Quality,4,No,Yes,3,2
36,Male,Bangalore,Retired,50001-80000,1-2,Deliveroo,3,4,5,Yes,Keto,Yes,"Ethical sourcing, Discounts, Combo offers",Sometimes,250-500,601-800,Combo deals,No,NA,5,Maybe,Yes,4,5
19,Male,Bangalore,Student,80001-120000,3-5,Zomato,4,4,5,No,Vegetarian,Yes,"Fresh food, Sustainability, Ethical sourcing",Rarely,501-800,<400,Free delivery,No,NA,4,Yes,Yes,3,4
28,Male,Hyderabad,Currently Unemployed,20000-50000,<1,"Others, Deliveroo, Talabat",3,5,3,No,Gluten-free,Yes,"Ethical sourcing, Sustainability, Fast delivery",Often,<250,400-600,Cashback,Yes,Limited Food Choices,5,Yes,Yes,5,4
28,Male,Delhi,Student,80001-120000,1-2,"Talabat, Others",2,5,2,Yes,No preference,Yes,"Ethical sourcing, Fast delivery, Fresh food",Sometimes,501-800,400-600,Loyalty points,No,NA,5,Yes,Yes,3,4
22,Male,Delhi,Employed - Part Time,50001-80000,>5,Swiggy,2,5,4,Yes,No preference,No,"Fresh food, Combo offers, Ethical sourcing",Often,801-1200,<400,Cashback,No,NA,5,Yes,Yes,4,4
26,Female,Pune,Employed - Part Time,20000-50000,3-5,"Uber Eats, Swiggy, Others",4,5,4,Yes,Keto,Yes,"Ethical sourcing, Fresh food, Fast delivery",Often,<250,400-600,Loyalty points,No,NA,4,No,Yes,3,2
24,Male,Pune,Employed - Full Time,<20000,1-2,Uber Eats,4,4,2,No,No preference,Yes,"Fresh food, Fast delivery, Ethical sourcing",Sometimes,<250,400-600,Free delivery,No,NA,2,Yes,Yes,3,5
38,Female,Mumbai,Retired,20000-50000,1-2,Talabat,3,3,4,No,Vegetarian,No,"Sustainability, Fast delivery, Combo offers",Often,250-500,400-600,Free delivery,No,NA,3,Maybe,Yes,3,4
34,Male,Hyderabad,Employed - Full Time,50001-80000,1-2,Swiggy,1,5,1,Yes,Vegan,No,"Fresh food, Ethical sourcing, Sustainability",Sometimes,<250,<400,Combo deals,No,NA,5,Maybe,Yes,1,2
36,Female,Chennai,Student,80001-120000,1-2,Uber Eats,2,3,3,Yes,No preference,Yes,"Discounts, Fresh food, Fast delivery",Often,250-500,801-1000,Loyalty points,No,NA,3,Yes,Yes,2,4
33,Male,Kolkata,Homemaker,<20000,3-5,"Deliveroo, Talabat, Others",5,5,3,Yes,Vegetarian,Yes,"Fresh food, Discounts, Fast delivery",Rarely,501-800,<400,Cashback,No,NA,4,Yes,No,4,4
24,Male,Hyderabad,Employed - Full Time,80001-120000,1-2,"Talabat, Deliveroo, Zomato",4,4,4,Yes,No preference,No,"Sustainability, Fast delivery, Fresh food",Rarely,250-500,601-800,Loyalty points,No,NA,5,No,Yes,4,4
27,Female,Mumbai,Employed - Full Time,80001-120000,1-2,Swiggy,4,4,3,Yes,No preference,Yes,"Discounts, Fresh food, Sustainability",Sometimes,<250,<400,Cashback,No,NA,4,Maybe,Yes,2,2
32,Female,Pune,Employed - Part Time,20000-50000,<1,"Talabat, Swiggy",1,2,4,Yes,No preference,No,"Discounts, Fast delivery, Combo offers",Sometimes,501-800,400-600,Combo deals,No,NA,4,Yes,No,3,4
23,Male,Hyderabad,Homemaker,80001-120000,1-2,"Deliveroo, Others",4,5,4,Yes,Other,No,"Fast delivery, Ethical sourcing, Discounts",Often,501-800,<400,Loyalty points,No,NA,2,Yes,Yes,2,2
33,Female,Hyderabad,Currently Unemployed,>120000,<1,"Swiggy, Deliveroo",4,3,4,Yes,Vegan,Yes,"Fresh food, Sustainability, Combo offers",Often,801-1200,<400,Free delivery,No,NA,4,No,Yes,4,4
28,Male,Pune,Student,50001-80000,<1,Others,3,5,5,Yes,Other,No,"Ethical sourcing, Sustainability, Fresh food",Rarely,<250,<400,Cashback,Yes,Poor Customer Service,3,No,Yes,2,5
28,Female,Mumbai,Employed - Full Time,50001-80000,1-2,"Swiggy, Zomato",2,4,4,Yes,No preference,Yes,"Combo offers, Discounts, Sustainability",Often,501-800,400-600,Free delivery,No,NA,5,Yes,Yes,4,1
33,Male,Pune,Homemaker,>120000,<1,Talabat,3,5,5,No,No preference,Yes,"Combo offers, Sustainability, Discounts",Rarely,801-1200,400-600,Combo deals,No,NA,5,Maybe,Yes,3,3
32,Male,Delhi,Retired,50001-80000,<1,"Zomato, Talabat",5,5,1,No,Vegan,Yes,"Combo offers, Discounts, Sustainability",Rarely,250-500,<400,Combo deals,No,NA,5,Maybe,Yes,3,5
28,Female,Chennai,Homemaker,20000-50000,1-2,"Zomato, Uber Eats, Others",5,3,3,No,No preference,No,"Sustainability, Fast delivery, Combo offers",Sometimes,250-500,>1000,Cashback,No,NA,4,Yes,No,2,1
35,Female,Pune,Student,80001-120000,<1,"Talabat, Deliveroo, Swiggy",4,5,2,No,Vegetarian,Yes,"Discounts, Ethical sourcing, Combo offers",Rarely,<250,400-600,Loyalty points,No,NA,2,No,Yes,3,1
24,Male,Mumbai,Homemaker,50001-80000,<1,Swiggy,4,3,3,Yes,No preference,Yes,"Combo offers, Fast delivery, Ethical sourcing",Sometimes,801-1200,400-600,Free delivery,Yes,Poor Food Quality,3,Yes,Yes,4,4
33,Female,Bangalore,Homemaker,50001-80000,1-2,"Talabat, Deliveroo",2,4,4,Yes,Vegan,No,"Fresh food, Sustainability, Ethical sourcing",Sometimes,250-500,<400,Free delivery,No,NA,3,Yes,Yes,4,5
32,Female,Delhi,Homemaker,20000-50000,<1,"Uber Eats, Talabat",4,3,1,No,No preference,Yes,"Discounts, Sustainability, Combo offers",Rarely,801-1200,400-600,Cashback,No,NA,4,Yes,Yes,4,5
28,Male,Bangalore,Retired,50001-80000,1-2,"Talabat, Swiggy",4,5,3,Yes,Keto,Yes,"Discounts, Ethical sourcing, Combo offers",Sometimes,501-800,601-800,Cashback,Yes,Delayed Delivery,4,Yes,Yes,4,5
31,Female,Kolkata,Employed - Full Time,<20000,<1,Uber Eats,3,5,4,Yes,Vegetarian,No,"Combo offers, Ethical sourcing, Sustainability",Sometimes,250-500,400-600,Cashback,No,NA,4,Maybe,No,2,4
23,Male,Pune,Student,80001-120000,3-5,"Swiggy, Others",5,5,4,Yes,Vegetarian,Yes,"Discounts, Fresh food, Sustainability",Rarely,250-500,400-600,Combo deals,Yes,Delayed Delivery,4,No,No,1,5
34,Female,Delhi,Retired,20000-50000,3-5,Others,3,5,3,Yes,Keto,No,"Fast delivery, Discounts, Sustainability",Rarely,<250,<400,Combo deals,No,NA,5,Yes,No,4,1
29,Female,Chennai,Homemaker,<20000,3-5,"Swiggy, Uber Eats, Talabat",3,5,4,Yes,Vegetarian,No,"Discounts, Sustainability, Fresh food",Often,250-500,601-800,Free delivery,Yes,Poor Food Quality,3,Yes,Yes,4,3
27,Female,Pune,Homemaker,20000-50000,1-2,Deliveroo,4,1,2,Yes,Keto,Yes,"Fresh food, Sustainability, Ethical sourcing",Often,501-800,<400,Loyalty points,No,NA,4,No,No,4,3
35,Male,Chennai,Employed - Full Time,<20000,3-5,"Others, Talabat, Swiggy",4,5,3,No,No preference,Yes,"Combo offers, Discounts, Ethical sourcing",Rarely,501-800,400-600,Cashback,Yes,Other,3,Yes,Yes,3,3
26,Male,Hyderabad,Student,50001-80000,1-2,"Talabat, Zomato, Swiggy",4,3,4,Yes,No preference,Yes,"Ethical sourcing, Discounts, Combo offers",Rarely,250-500,<400,Combo deals,No,NA,4,Yes,Yes,3,3
22,Male,Bangalore,Employed - Part Time,80001-120000,<1,"Uber Eats, Deliveroo, Zomato",2,5,4,No,No preference,Yes,"Fast delivery, Ethical sourcing, Fresh food",Often,501-800,400-600,Loyalty points,Yes,Other,3,No,Yes,2,4
22,Male,Delhi,Retired,80001-120000,1-2,"Talabat, Deliveroo, Zomato",5,5,3,Yes,Vegan,Yes,"Sustainability, Combo offers, Fast delivery",Sometimes,250-500,<400,Cashback,No,NA,4,Maybe,No,4,4
33,Male,Chennai,Employed - Full Time,<20000,3-5,"Deliveroo, Others",4,5,5,No,Vegetarian,No,"Fast delivery, Fresh food, Sustainability",Rarely,250-500,801-1000,Loyalty points,No,NA,3,Yes,Yes,5,3
23,Female,Mumbai,Student,<20000,1-2,Deliveroo,4,5,3,Yes,Vegetarian,Yes,"Combo offers, Discounts, Fast delivery",Sometimes,250-500,601-800,Cashback,Yes,High Cost,1,No,Yes,3,4
38,Male,Chennai,Retired,80001-120000,<1,"Swiggy, Talabat",5,4,3,Yes,No preference,Yes,"Sustainability, Ethical sourcing, Fresh food",Sometimes,250-500,400-600,Loyalty points,No,NA,5,Yes,No,3,4
19,Male,Mumbai,Homemaker,80001-120000,3-5,"Deliveroo, Swiggy, Others",4,5,1,Yes,No preference,Yes,"Fresh food, Sustainability, Ethical sourcing",Sometimes,>1200,<400,Free delivery,Yes,Limited Food Choices,2,No,Yes,2,3
38,Female,Pune,Student,20000-50000,3-5,Uber Eats,2,3,4,Yes,Vegetarian,Yes,"Sustainability, Fast delivery, Ethical sourcing",Rarely,501-800,400-600,Cashback,No,NA,4,No,Yes,1,3
31,Male,Delhi,Student,20000-50000,<1,"Uber Eats, Deliveroo",4,5,4,Yes,Vegan,Yes,"Sustainability, Fast delivery, Fresh food",Sometimes,250-500,400-600,Cashback,No,NA,4,Maybe,Yes,3,3
29,Female,Chennai,Currently Unemployed,20000-50000,1-2,"Swiggy, Talabat",2,5,2,Yes,No preference,Yes,"Fast delivery, Discounts, Sustainability",Rarely,250-500,400-600,Free delivery,No,NA,4,No,Yes,5,2
27,Male,Kolkata,Student,80001-120000,<1,"Others, Uber Eats",1,5,3,Yes,No preference,Yes,"Combo offers, Fast delivery, Fresh food",Often,<250,<400,Cashback,No,NA,5,Yes,Yes,4,5
31,Female,Chennai,Employed - Part Time,50001-80000,3-5,"Uber Eats, Deliveroo, Talabat",3,5,4,Yes,No preference,Yes,"Combo offers, Discounts, Fresh food",Sometimes,250-500,>1000,Cashback,No,NA,4,Yes,Yes,4,1
29,Male,Kolkata,Student,20000-50000,1-2,Uber Eats,5,3,3,No,No preference,No,"Combo offers, Fast delivery, Discounts",Sometimes,501-800,400-600,Combo deals,Yes,Poor Customer Service,3,Yes,Yes,3,3
35,Male,Delhi,Employed - Part Time,20000-50000,1-2,"Deliveroo, Talabat, Others",3,4,2,No,Keto,No,"Sustainability, Fresh food, Ethical sourcing",Sometimes,801-1200,801-1000,Free delivery,No,NA,2,No,No,3,2
30,Female,Chennai,Homemaker,80001-120000,3-5,Uber Eats,4,5,4,Yes,Vegetarian,Yes,"Sustainability, Discounts, Fast delivery",Sometimes,501-800,<400,Combo deals,Yes,Other,5,Maybe,No,5,5
30,Male,Mumbai,Employed - Part Time,<20000,1-2,"Deliveroo, Others, Talabat",3,4,2,Yes,Keto,Yes,"Discounts, Sustainability, Fresh food",Often,250-500,<400,Free delivery,No,NA,4,No,No,3,1
28,Female,Chennai,Retired,20000-50000,1-2,"Uber Eats, Swiggy, Deliveroo",4,4,5,No,Keto,Yes,"Fresh food, Ethical sourcing, Discounts",Rarely,250-500,<400,Loyalty points,No,NA,5,Maybe,Yes,5,4
29,Male,Bangalore,Homemaker,50001-80000,1-2,Talabat,4,5,2,Yes,Keto,Yes,"Sustainability, Discounts, Ethical sourcing",Often,<250,601-800,Free delivery,Yes,Other,4,Yes,Yes,4,1
31,Male,Pune,Homemaker,<20000,1-2,"Swiggy, Zomato",4,5,4,Yes,Gluten-free,Yes,"Discounts, Fast delivery, Fresh food",Rarely,<250,400-600,Free delivery,Yes,Limited Food Choices,5,Yes,Yes,3,5
21,Female,Hyderabad,Employed - Part Time,<20000,1-2,"Talabat, Zomato, Swiggy",3,5,3,Yes,Vegetarian,Yes,"Combo offers, Sustainability, Discounts",Rarely,250-500,601-800,Combo deals,Yes,Poor Customer Service,5,Yes,No,3,5
23,Male,Mumbai,Employed - Full Time,80001-120000,<1,"Swiggy, Deliveroo, Zomato",4,4,5,Yes,Vegetarian,No,"Ethical sourcing, Fast delivery, Discounts",Sometimes,250-500,601-800,Cashback,No,NA,5,Yes,No,3,4
33,Female,Bangalore,Self-employed,80001-120000,1-2,"Uber Eats, Swiggy, Others",5,5,2,Yes,Keto,Yes,"Fresh food, Ethical sourcing, Fast delivery",Sometimes,250-500,601-800,Free delivery,No,NA,4,Yes,No,2,5
30,Other,Kolkata,Student,80001-120000,<1,Talabat,4,4,4,Yes,Vegetarian,No,"Discounts, Combo offers, Ethical sourcing",Often,501-800,601-800,Cashback,Yes,Delayed Delivery,4,Maybe,Yes,3,4
29,Female,Pune,Currently Unemployed,80001-120000,1-2,Zomato,4,5,4,Yes,Keto,Yes,"Fresh food, Discounts, Combo offers",Sometimes,501-800,601-800,Free delivery,No,NA,4,Yes,Yes,4,5
30,Female,Delhi,Self-employed,50001-80000,3-5,Zomato,5,3,3,Yes,No preference,Yes,"Combo offers, Fast delivery, Ethical sourcing",Sometimes,250-500,601-800,Combo deals,Yes,Poor Food Quality,4,No,No,4,5
31,Male,Mumbai,Student,80001-120000,>5,"Zomato, Deliveroo",1,5,3,No,No preference,No,"Ethical sourcing, Combo offers, Sustainability",Often,501-800,400-600,Free delivery,No,NA,2,Maybe,Yes,2,3
27,Male,Hyderabad,Student,20000-50000,1-2,"Swiggy, Talabat",4,4,4,Yes,Keto,Yes,"Discounts, Combo offers, Fast delivery",Rarely,250-500,601-800,Loyalty points,No,NA,5,Yes,Yes,3,4
26,Male,Pune,Homemaker,50001-80000,1-2,"Swiggy, Deliveroo, Others",5,4,5,Yes,Gluten-free,Yes,"Ethical sourcing, Sustainability, Fast delivery",Often,250-500,801-1000,Free delivery,No,NA,2,Maybe,No,3,5
